PDB_ID	ALA	ARG	ASN	ASP	CYS	GLU	GLN	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL
1ztk	5	5	0	3	8	2	4	11	2	9	8	1	0	3	2	5	7	5	3	8
1ztl	5	5	0	3	8	3	4	12	3	11	8	1	0	3	2	5	7	6	3	9
1ztn	1	1	1	0	1	1	0	1	0	1	1	3	1	0	2	5	1	0	1	2
1ztp	10	3	1	4	1	5	3	5	2	2	4	4	0	1	9	3	4	5	9	9
1ztq	6	2	1	4	0	4	0	1	3	3	4	4	2	7	1	2	3	2	3	4
1zuc	1	3	4	0	2	4	3	2	1	6	25	2	6	7	3	6	2	3	3	5
1zum	19	7	10	10	6	7	11	13	3	7	20	11	4	9	8	5	14	5	9	20
1zuo	2	1	2	1	1	3	3	2	2	7	10	1	1	2	2	2	2	1	5	6
1zuq	5	2	3	2	1	2	5	8	4	5	6	2	0	1	4	2	3	4	1	3
1zuz	3	0	1	4	0	4	1	0	0	4	5	1	6	8	1	2	1	0	1	5
1zv6	1	5	0	2	0	4	0	1	1	0	6	2	1	4	2	0	0	0	1	3
1zvr	8	10	2	9	4	8	5	4	4	14	22	8	3	16	5	8	10	9	11	15
1zvs	2	2	3	3	2	2	1	1	2	1	3	3	1	2	2	2	2	1	5	1
1zvx	9	2	2	4	0	1	2	2	5	6	7	0	1	7	1	1	0	2	4	2
1zw5	9	5	1	4	4	9	6	5	1	9	20	5	1	11	2	6	5	3	12	10
1zw6	4	3	1	2	1	4	2	5	0	6	7	1	3	3	2	2	5	0	6	8
1zwa	0	2	2	1	0	3	1	1	3	1	5	3	2	0	0	2	0	1	0	1
1zwb	0	2	1	1	0	3	2	1	3	1	6	3	1	0	0	1	0	1	0	3
1zwd	1	1	3	1	0	3	2	1	3	1	6	3	2	1	0	2	0	1	0	2
1zwe	1	2	3	1	0	3	2	1	3	1	6	3	2	1	0	1	0	1	0	3
1zwf	1	1	2	1	0	3	1	1	3	0	5	3	2	1	0	1	0	1	0	3
1zwg	1	2	2	1	0	2	1	1	3	0	5	3	1	1	0	1	0	1	0	2
1zwm	3	8	2	2	3	5	3	5	2	5	7	3	2	3	2	2	2	4	8	6
1zwo	4	7	2	4	3	5	3	6	2	4	6	3	2	3	3	4	2	4	8	6
1zwv	3	4	0	1	0	3	0	3	0	4	7	4	0	0	1	2	3	0	1	3
1zx1	4	4	1	2	2	1	3	3	2	4	16	2	1	7	4	3	1	5	2	6
1zxa	0	3	0	0	1	6	1	0	0	2	4	6	0	0	0	1	0	0	0	0
1zxm	4	4	7	7	2	7	10	10	4	13	9	10	5	9	4	7	8	2	7	12
1zxn	9	6	12	8	1	7	10	12	5	12	13	16	7	12	6	7	9	4	10	23
1zy3	1	1	0	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1
1zzi	2	2	0	1	0	0	2	2	0	9	2	3	0	0	0	2	4	0	1	1
1zzj	2	2	1	2	0	2	5	2	1	12	2	2	0	0	0	3	6	0	1	1
1zzk	3	2	1	0	0	1	4	2	0	10	3	2	1	1	1	3	1	0	0	1
1zzp	7	3	4	2	3	7	1	1	0	3	10	4	0	3	1	5	2	0	1	6
207l	4	4	2	2	3	1	3	1	0	3	4	1	2	1	0	2	0	5	4	4
208l	3	3	2	2	4	1	3	2	1	3	4	1	1	1	0	2	0	4	4	3
221p	4	1	1	2	2	4	1	8	0	6	7	2	1	4	0	2	3	0	4	9
2a0q	5	3	2	3	3	6	5	13	0	4	6	6	4	4	6	8	3	4	6	7
2a0w	7	5	4	4	2	3	1	7	2	7	9	4	4	7	4	2	7	1	5	15
2a0x	7	5	5	4	2	3	1	8	2	7	10	3	3	8	5	2	7	1	5	16
2a0y	7	5	4	3	2	3	1	6	2	7	9	3	4	9	5	3	7	1	4	11
2a14	6	3	4	3	8	2	2	3	1	5	17	1	2	3	2	5	7	1	7	9
2a1h	5	8	3	4	3	5	4	10	3	7	22	3	7	7	7	6	6	4	5	13
2a1j	5	0	1	1	0	0	2	1	1	2	5	2	1	2	2	0	0	0	1	1
2a1t	29	10	8	14	6	10	17	21	3	25	26	14	9	9	10	11	16	1	6	19
2a1u	25	6	5	7	3	7	7	16	1	17	19	5	3	9	6	5	13	1	2	27
2a1x	4	2	2	4	4	5	2	3	7	7	8	5	3	11	2	2	4	1	3	5
2a24	0	2	3	2	3	2	3	3	2	3	4	2	2	2	3	2	6	0	3	4
2a25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a26	4	3	1	1	0	2	2	0	0	2	2	6	2	0	0	2	0	0	0	1
2a2q	10	12	8	6	11	9	7	13	2	13	27	6	1	13	7	14	14	10	10	20
2a2x	4	4	1	2	5	3	4	10	2	7	12	5	5	4	3	5	3	4	5	11
2a2z	5	5	3	3	2	5	3	2	3	9	5	2	1	7	2	5	3	4	5	4
2a30	2	5	4	4	2	3	5	2	1	6	8	3	4	7	1	5	4	6	5	6
2a38	5	4	2	1	0	4	4	1	1	3	5	1	1	3	2	4	2	1	2	6
2a3i	5	5	3	1	2	2	4	0	0	5	20	4	8	7	1	8	7	2	5	4
2a3k	6	8	3	2	3	5	7	7	4	14	9	0	3	4	5	2	6	3	4	9
2a3r	3	4	2	3	1	3	3	6	4	7	9	3	2	5	6	6	4	3	9	10
2a3w	4	3	1	1	1	5	0	3	1	3	4	6	0	4	3	5	2	2	4	7
2a3x	3	5	1	4	0	6	3	5	1	3	3	5	0	5	3	7	1	0	6	8
2a3y	3	3	1	1	1	4	1	4	1	4	4	3	0	3	3	5	2	2	5	7
2a3z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a45	7	8	2	6	9	5	10	15	4	9	15	4	5	6	8	8	6	4	4	10
2a4j	1	2	1	0	0	1	0	1	0	1	4	2	0	0	0	0	0	1	0	0
2a4z	17	12	9	18	5	15	10	8	10	17	44	15	10	12	8	14	12	5	12	14
2a55	2	6	0	2	4	4	3	5	6	3	4	3	0	4	3	7	6	1	3	4
2a5e	14	8	1	3	0	4	1	5	1	1	13	0	3	0	6	5	2	0	0	7
2a5j	5	2	1	1	0	6	1	5	1	8	10	3	3	6	0	1	4	1	3	4
2a5m	1	9	1	4	5	3	4	2	2	9	6	2	2	7	1	5	3	4	10	5
2a5u	15	13	11	18	5	18	14	12	13	17	43	15	10	12	10	13	12	5	12	16
2a66	2	4	3	1	5	3	1	4	1	0	4	4	1	3	0	2	2	0	3	3
2a73	26	27	16	30	5	32	23	27	7	34	51	31	16	30	23	34	34	11	30	45
2a74	11	17	14	18	5	30	14	24	4	28	35	29	7	16	21	27	25	7	17	48
2a7o	1	2	2	0	1	3	2	1	3	2	4	10	3	2	1	1	2	0	3	2
2a7q	4	6	1	1	2	4	3	2	4	7	13	3	0	4	3	6	3	2	5	7
2a83	7	10	2	5	6	7	7	3	5	4	11	5	3	7	2	6	7	7	16	11
2a8b	7	2	2	4	2	4	6	6	6	8	10	1	3	5	2	5	5	4	5	18
2a91	14	4	6	4	13	8	8	9	14	9	31	3	2	6	2	6	10	4	10	9
2a98	1	4	0	5	2	8	1	4	2	4	11	5	8	7	5	5	6	2	4	7
2a9u	3	3	1	3	1	3	6	0	2	4	4	9	0	3	1	3	3	0	6	4
2aa2	3	2	2	1	1	7	7	0	0	7	19	2	6	6	2	9	4	3	4	9
2aa5	4	5	1	3	2	6	5	2	3	3	15	4	7	5	4	6	4	1	4	4
2aa6	4	5	2	3	1	6	6	3	3	4	13	4	6	6	4	7	5	1	4	4
2aa7	2	2	2	1	1	7	5	1	0	7	18	2	6	7	2	9	4	3	3	7
2aaq	12	4	5	5	4	7	3	17	3	11	10	6	7	5	9	10	13	2	5	24
2aav	5	1	3	3	2	2	1	7	2	3	5	3	1	2	3	6	7	0	4	6
2aax	2	6	4	3	1	6	6	3	3	3	13	4	7	6	4	7	5	1	4	4
2ab1	4	1	1	0	1	4	4	3	0	2	3	3	0	1	2	5	3	1	1	7
2ab2	4	5	2	3	1	6	6	3	3	3	14	4	6	6	3	7	5	1	4	4
2abe	5	1	3	2	1	3	3	3	5	5	12	5	0	7	2	3	5	4	5	9
2abi	0	3	1	2	2	4	5	1	2	3	15	4	5	5	2	6	5	2	4	4
2abl	1	4	3	2	1	2	1	4	3	3	10	2	0	2	4	7	1	2	5	6
2ac0	3	4	3	2	8	2	2	4	3	0	3	2	3	1	2	6	2	0	2	3
2ac3	9	4	2	6	5	8	1	4	6	7	13	5	2	5	2	7	0	1	2	8
2ac5	8	6	2	5	6	8	1	5	7	7	11	5	3	6	4	8	0	1	1	10
2ach	14	2	7	6	0	3	3	3	1	11	20	10	3	11	4	12	9	0	5	9
2acq	4	3	4	4	5	5	5	5	4	14	10	2	2	5	8	4	4	3	6	15
2acr	4	3	5	3	5	5	5	5	4	12	10	3	2	5	8	5	5	3	6	14
2acs	6	3	5	5	4	4	5	5	4	12	8	3	2	5	8	4	4	5	6	16
2acu	5	3	5	4	4	4	5	5	5	12	10	2	2	5	8	5	5	4	5	14
2acx	9	10	6	4	8	16	5	8	4	8	27	10	5	11	10	8	3	5	9	14
2ad1	4	2	3	3	0	3	2	1	3	5	11	4	3	9	6	3	7	6	5	5
2adf	5	3	2	3	0	2	4	3	1	4	5	1	1	1	2	3	4	1	2	4
2ado	5	5	0	4	3	4	0	5	1	6	10	2	2	2	9	4	4	1	4	6
2adp	8	1	7	2	0	4	1	4	6	5	9	5	0	2	1	2	3	5	2	6
2adq	6	1	7	2	0	4	1	4	7	6	9	3	0	2	1	2	3	5	3	6
2adx	3	0	1	1	5	1	1	1	0	2	1	0	0	1	2	1	2	0	1	0
2ady	2	7	3	1	8	1	2	3	3	4	5	1	4	4	6	2	5	0	5	11
2aeb	5	4	2	7	1	6	1	12	5	14	14	6	2	4	8	9	8	1	5	14
2aei	9	13	6	6	8	8	6	11	2	13	27	6	2	13	8	14	14	9	9	23
2aeo	2	2	2	7	2	0	0	9	5	7	3	1	1	2	1	1	3	0	0	8
2aer	9	10	8	8	10	8	7	12	2	11	28	5	1	14	6	13	15	9	10	22
2aew	0	4	3	3	4	5	3	1	0	4	0	5	3	5	3	8	3	3	6	3
2aex	7	6	3	4	6	4	4	7	4	6	9	6	5	10	5	9	5	3	6	10
2af2	10	3	4	6	1	3	0	13	6	9	8	4	0	4	1	2	5	0	0	11
2af9	3	2	1	1	3	3	0	4	2	5	15	3	0	3	7	4	4	1	1	7
2aff	0	5	2	5	3	2	3	4	2	11	5	5	0	5	1	3	3	0	1	4
2afm	6	2	3	8	2	7	4	4	6	9	23	2	5	8	6	7	4	1	3	4
2afo	7	2	3	9	2	5	4	3	7	10	23	2	5	8	6	6	5	1	3	5
2afq	6	6	1	4	7	4	3	10	2	7	12	2	4	5	1	6	4	6	4	7
2afs	5	2	3	7	2	6	3	3	6	9	24	2	5	9	3	6	4	1	3	5
2aft	7	7	6	2	5	6	4	5	3	2	6	4	1	4	5	7	3	6	5	6
2afu	6	3	3	8	2	4	5	3	6	10	22	2	5	7	5	6	4	1	3	5
2afw	6	2	3	8	2	6	3	4	6	9	23	2	5	7	5	6	4	1	3	4
2afx	6	1	3	8	2	5	2	5	6	10	23	2	5	8	5	6	4	1	3	4
2afy	8	7	6	3	4	6	4	5	3	2	6	4	1	4	5	8	3	7	7	6
2afz	6	1	3	8	2	7	4	4	6	10	23	2	5	7	6	6	4	1	3	4
2ag2	0	0	0	4	5	2	0	1	2	3	9	2	1	4	4	4	6	0	2	7
2ag4	3	2	1	2	3	2	0	4	0	6	12	1	0	5	4	6	3	1	2	11
2ag5	5	2	6	3	5	1	0	6	1	5	4	6	4	2	2	9	5	2	2	12
2ag9	1	2	1	3	5	4	0	2	0	6	12	4	0	4	6	7	3	0	1	7
2agh	1	0	1	0	0	2	1	1	0	0	2	1	1	1	2	3	1	0	0	1
2agt	6	3	5	4	5	4	5	5	5	12	10	3	3	5	7	8	4	4	5	14
2ahi	4	7	3	2	8	2	1	4	3	0	2	2	3	1	3	5	2	0	3	3
2ahs	4	8	7	9	5	5	5	6	5	8	10	7	3	2	5	4	3	3	5	10
2ai6	6	4	0	6	3	0	3	6	5	8	2	2	2	1	2	6	2	1	5	8
2aii	8	7	7	3	6	8	4	5	3	2	6	4	1	4	4	7	3	7	5	6
2aij	8	7	6	3	6	6	3	5	3	2	6	3	1	4	5	9	4	6	8	6
2aik	7	7	6	4	6	6	3	5	3	2	6	3	1	4	5	9	4	6	8	6
2ain	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2ajl	14	11	6	11	3	10	9	13	6	15	17	10	4	6	7	28	9	13	31	15
2ajp	8	2	3	6	1	2	3	5	2	7	12	0	5	4	4	4	6	0	4	16
2ak4	9	17	3	11	4	16	10	13	9	2	17	5	3	4	11	9	13	6	11	9
2ald	11	4	5	3	4	8	6	10	1	12	10	6	1	4	5	8	5	1	4	8
2alr	8	5	4	5	2	3	4	3	5	11	15	6	3	5	7	5	2	3	9	10
2alu	8	6	11	8	3	6	1	8	2	2	10	4	0	4	4	3	10	3	7	13
2am9	3	5	4	4	2	2	5	3	1	5	19	2	8	9	1	4	1	3	4	5
2ama	4	4	4	4	2	0	5	2	2	5	20	2	7	9	2	4	1	3	5	5
2amb	4	4	4	4	2	3	5	3	2	5	20	3	7	11	2	4	2	3	4	5
2amy	1	4	3	9	3	5	0	7	1	9	6	4	0	11	3	4	1	1	5	9
2ank	4	5	0	3	5	2	4	12	2	8	13	5	5	4	4	5	4	3	5	11
2anm	5	6	0	2	3	2	4	12	2	8	12	5	5	4	3	5	3	3	5	9
2ant	8	7	5	5	0	7	3	4	2	11	21	10	3	16	5	13	7	2	4	11
2anw	5	3	0	4	7	3	7	8	3	11	9	4	0	2	3	5	4	5	4	11
2any	5	2	4	4	5	3	5	9	4	11	8	4	2	2	1	6	5	6	3	9
2ao6	6	4	4	4	2	2	7	3	3	6	19	2	7	9	3	3	1	3	4	5
2aot	4	2	2	5	2	9	6	5	3	12	11	3	5	7	2	12	6	3	8	6
2aou	3	1	2	4	3	9	5	5	4	12	12	3	6	7	2	12	5	3	8	7
2aov	3	0	3	4	2	5	4	5	3	9	10	4	5	7	2	9	5	3	6	7
2aow	2	1	1	3	3	8	5	5	3	13	11	1	4	5	1	11	5	3	7	7
2aox	2	1	2	4	3	7	5	5	3	12	10	2	5	6	1	12	5	3	7	7
2aq0	3	0	1	2	0	2	2	1	1	2	7	4	2	3	3	1	1	0	1	2
2ar5	0	3	2	1	0	4	2	2	4	2	6	1	0	8	3	4	2	0	3	5
2ar7	4	3	0	4	1	1	5	2	5	6	12	3	1	3	2	4	3	1	2	9
2ar9	4	3	1	3	1	1	4	1	0	5	10	4	2	8	3	6	2	2	3	8
2arf	10	4	2	3	4	5	2	9	3	6	11	5	3	2	5	6	5	1	2	15
2arq	10	2	7	5	2	8	3	3	4	7	18	6	7	14	2	9	7	2	4	10
2arr	8	3	8	4	2	7	4	3	4	7	18	6	7	14	2	9	6	2	4	10
2arw	3	5	1	2	0	2	3	1	3	2	6	0	1	1	3	5	1	4	2	4
2ary	6	8	5	9	1	7	7	8	1	4	12	4	3	10	2	9	7	6	5	10
2as5	6	10	3	3	2	8	4	8	4	10	7	7	0	3	4	5	7	1	3	7
2ase	7	1	0	7	4	4	2	6	0	6	13	7	1	5	6	8	6	0	2	14
2asu	5	2	1	1	3	3	3	10	1	7	10	0	1	3	4	7	5	3	1	10
2ata	2	8	5	1	8	5	4	2	4	4	5	2	4	3	6	4	6	1	5	7
2ath	6	3	1	3	1	5	5	7	2	11	10	5	6	11	4	7	4	0	4	7
2ati	15	16	15	15	2	16	8	19	6	15	19	12	8	13	6	14	16	3	17	15
2ato	10	1	6	2	0	2	2	5	2	6	7	5	3	3	3	6	0	2	5	8
2aty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2aug	0	3	0	4	0	0	1	2	3	2	3	1	1	4	1	3	2	0	1	3
2auh	10	8	2	4	1	9	2	5	2	5	15	3	8	8	4	4	3	4	2	11
2aux	10	1	2	3	3	1	1	5	1	5	8	3	3	3	4	8	1	3	5	7
2auz	7	1	3	1	1	1	3	3	1	5	6	6	2	5	2	7	1	3	5	7
2av1	8	10	1	10	4	8	6	5	7	4	9	5	3	7	3	8	6	2	10	11
2av7	6	10	2	9	4	8	5	5	7	4	10	5	3	7	4	8	7	4	10	12
2avd	12	1	2	4	4	4	2	5	0	2	18	2	2	2	2	3	6	2	2	8
2avg	1	3	2	3	1	2	2	1	2	2	5	3	1	5	1	4	1	1	2	5
2aw0	2	2	2	1	0	4	0	3	0	6	2	2	1	0	1	4	5	0	1	5
2aw1	5	2	4	2	1	3	3	3	5	6	14	6	1	6	3	3	5	4	3	8
2aw2	3	4	3	4	7	7	2	3	6	3	9	7	0	2	6	7	9	2	2	6
2aw5	6	8	8	7	4	6	6	13	2	12	18	8	5	11	12	3	10	1	9	14
2ax2	5	1	3	3	1	4	3	3	6	6	14	5	0	8	3	3	5	4	3	8
2ax4	3	4	2	2	4	3	4	5	4	5	9	2	0	3	2	6	5	0	3	11
2ax6	5	3	3	4	2	2	5	4	2	4	21	1	8	10	2	4	0	3	5	5
2ax7	4	4	3	4	2	2	5	3	1	5	19	1	7	10	1	5	0	3	4	5
2ax8	5	4	3	3	2	2	6	3	1	5	19	2	7	9	1	5	1	2	5	5
2ax9	4	3	3	4	2	2	6	3	1	6	18	2	7	9	2	5	1	3	4	5
2axa	4	4	3	4	2	2	5	4	1	6	18	1	7	8	2	5	1	3	4	5
2axf	10	9	3	4	4	3	5	3	3	6	9	2	4	8	3	7	7	7	17	11
2axg	9	8	3	4	5	3	7	3	2	6	10	2	4	8	2	8	5	7	16	12
2ayr	4	3	2	4	1	6	3	5	6	10	26	4	7	5	1	6	2	3	0	6
2ays	10	6	10	8	4	6	1	9	2	2	10	6	0	4	3	3	10	3	8	14
2aze	4	3	1	1	1	4	3	2	0	4	6	3	1	3	2	6	3	0	1	2
2azm	2	6	0	1	2	0	1	2	1	6	15	1	0	5	3	2	5	0	3	9
2azt	8	1	4	6	2	2	2	4	4	7	11	5	1	4	1	3	3	4	11	8
2b0m	9	4	4	5	0	3	4	14	1	9	17	2	2	6	6	6	5	0	2	18
2b0o	5	6	5	3	3	3	1	5	4	2	21	4	2	5	2	4	3	0	1	7
2b0u	4	5	5	2	8	4	4	8	0	2	7	4	1	2	2	2	4	2	4	2
2b14	4	0	0	1	1	3	0	1	3	2	4	1	1	5	2	2	5	0	3	6
2b15	4	1	0	1	1	3	0	1	4	2	4	2	1	3	1	1	5	0	3	7
2b16	4	0	0	1	1	2	0	2	3	2	5	2	1	2	1	3	5	0	3	6
2b1u	6	3	1	2	0	5	2	1	0	1	6	0	3	3	2	0	1	0	1	3
2b1v	4	5	3	1	1	5	1	3	4	8	18	2	4	2	3	5	1	3	2	4
2b1w	1	3	4	5	1	4	3	1	2	3	12	3	0	3	2	2	0	1	3	4
2b1z	4	4	3	1	1	5	1	4	4	8	19	2	7	3	2	5	1	3	1	4
2b23	3	3	2	2	1	5	0	2	1	8	24	1	5	4	2	7	2	2	3	3
2b25	4	4	2	3	1	3	1	3	1	6	11	5	2	8	4	4	4	1	3	6
2b29	1	3	3	0	2	2	3	0	1	4	10	0	2	1	1	3	1	0	2	4
2b3a	3	3	2	3	1	5	1	0	0	6	4	2	2	1	2	3	2	0	2	4
2b3g	3	4	4	1	1	1	1	2	0	5	8	1	3	2	3	5	1	0	2	5
2b3o	8	9	6	7	4	10	10	11	6	18	11	4	5	11	6	14	12	6	8	19
2b3x	24	18	16	14	6	10	10	29	8	21	21	10	5	15	13	14	16	2	11	19
2b3y	23	12	10	14	2	13	10	20	2	20	24	17	9	12	15	19	14	4	13	27
2b4c	1	3	5	5	2	3	3	4	1	6	7	6	0	3	2	5	5	2	1	3
2b4n	2	0	3	4	0	1	4	1	2	3	2	5	1	2	0	1	2	2	2	1
2b4s	6	8	5	6	1	11	0	8	5	5	8	8	5	8	1	8	6	1	1	11
2b4x	15	8	8	7	0	9	6	8	3	14	34	13	7	21	10	14	9	2	6	17
2b4y	5	8	4	1	0	8	0	4	6	5	9	6	0	3	5	6	3	3	2	8
2b5i	5	11	7	4	9	10	16	2	6	5	19	4	2	8	6	11	8	9	5	12
2b5t	18	10	9	10	2	7	3	10	5	15	33	12	11	23	10	18	12	6	11	20
2b65	11	5	10	7	5	9	0	8	2	3	9	6	0	4	4	3	10	4	8	12
2b6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b77	4	0	0	1	1	4	0	0	4	2	5	2	1	5	1	1	5	1	3	6
2b7a	3	7	6	6	1	10	2	6	3	6	7	8	4	7	4	7	3	3	4	9
2b7d	7	9	3	8	10	13	7	9	4	10	20	7	2	8	5	13	15	8	7	15
2b8o	9	13	8	7	10	9	7	12	2	12	26	6	1	15	8	13	13	9	10	24
2b8w	2	7	4	9	0	5	4	8	1	5	12	3	1	9	3	7	7	2	5	6
2b92	1	7	5	8	1	3	6	7	2	7	11	3	2	9	2	8	8	2	6	7
2b9a	4	1	0	1	1	3	0	1	4	2	4	1	1	4	1	2	4	0	3	6
2b9e	13	7	3	7	4	4	4	2	3	4	18	1	2	4	6	4	4	1	3	9
2bb5	13	4	3	5	0	6	13	7	8	7	27	2	5	6	10	11	6	3	10	10
2bba	5	4	1	1	4	3	1	2	3	0	13	1	2	6	3	2	7	4	4	6
2bbo	7	3	3	3	1	3	4	5	1	11	15	5	2	6	1	9	3	1	3	8
2bbs	7	4	3	2	2	2	2	8	1	8	17	6	5	5	2	9	5	1	3	5
2bbt	7	5	2	3	2	5	4	10	1	6	15	8	3	6	1	9	5	1	3	5
2bbw	4	5	1	4	2	2	4	7	2	5	14	1	2	4	5	4	1	2	3	6
2bc4	6	5	6	5	5	6	3	5	3	3	9	5	3	3	8	4	12	4	4	2
2bc9	4	3	3	6	2	2	6	5	1	5	15	3	3	9	2	6	8	2	4	14
2bck	8	10	2	10	2	4	8	5	7	5	13	4	3	10	9	12	11	2	12	8
2bcq	11	8	3	8	2	1	3	8	3	7	14	6	2	5	2	8	4	3	4	5
2bcr	10	8	2	6	4	1	4	8	3	9	13	5	1	5	1	7	5	2	5	7
2bcs	9	8	3	8	3	1	3	10	3	6	14	6	2	6	2	6	5	2	4	5
2bcu	10	9	3	8	3	1	4	10	3	7	13	5	2	5	2	8	5	3	4	5
2bcv	10	9	3	6	3	2	4	8	3	7	13	7	2	5	2	7	4	3	4	6
2bdl	9	1	3	3	4	2	1	5	1	6	9	3	3	4	3	8	0	2	3	8
2bdy	5	4	1	3	5	2	4	11	1	8	14	4	5	4	3	5	4	3	5	11
2be6	4	4	3	5	0	9	3	4	1	3	2	3	4	3	1	1	5	0	2	4
2bec	2	6	3	4	0	4	2	2	2	3	11	3	3	7	1	4	2	0	3	4
2beg	1	0	0	1	0	1	0	3	0	2	1	1	1	2	0	0	0	0	0	4
2beh	17	8	9	6	0	7	4	8	3	15	33	14	7	21	9	14	9	3	7	18
2bei	2	2	1	1	2	1	0	2	2	10	4	3	0	5	0	2	0	0	9	4
2beu	24	15	6	7	11	15	12	20	9	24	16	9	8	25	11	13	13	3	14	18
2bev	22	15	8	6	11	14	12	19	10	22	17	9	8	25	14	15	14	3	14	18
2bew	23	14	7	7	11	15	13	21	10	21	17	9	8	24	13	15	14	3	13	18
2bex	10	15	13	4	13	15	16	4	6	10	32	9	6	9	10	9	10	5	4	14
2bfb	24	15	6	6	11	16	12	19	6	22	16	8	8	24	12	13	13	3	14	19
2bfc	21	16	7	8	11	15	13	17	8	19	17	10	8	25	13	13	11	3	14	18
2bfd	21	14	6	7	11	14	12	18	8	21	16	10	7	24	12	14	10	3	12	18
2bfe	24	15	6	6	11	14	13	17	8	21	17	10	7	22	13	14	12	3	12	18
2bff	21	16	6	6	11	14	12	19	10	22	17	9	8	24	12	15	14	3	14	18
2bfh	4	4	2	0	1	2	0	0	0	3	11	3	2	4	1	1	1	0	6	2
2bgn	17	10	7	9	4	8	10	12	9	19	17	5	4	10	7	18	13	15	24	19
2bgr	15	8	8	13	2	12	11	8	8	15	17	10	5	9	10	14	17	7	21	19
2bh9	8	10	6	3	4	9	8	4	4	19	16	11	8	17	4	4	5	5	9	14
2bhk	2	3	0	1	3	3	2	0	2	2	2	2	2	2	4	4	3	1	2	3
2bhl	5	15	6	9	4	11	7	3	4	13	19	7	8	11	3	9	5	2	7	14
2bhw	5	2	3	4	0	5	1	8	1	2	4	4	2	8	6	8	3	4	4	4
2bid	13	18	13	15	3	14	9	11	5	7	28	4	5	5	6	18	9	1	3	10
2bik	3	3	1	6	2	5	1	6	2	9	17	5	2	7	2	4	0	3	2	12
2bil	4	3	1	6	1	6	1	6	1	10	17	5	2	7	2	3	0	3	2	9
2bim	1	5	4	3	0	6	4	3	2	4	6	3	2	3	3	7	4	0	3	3
2bin	3	8	2	3	3	4	0	3	1	5	6	1	2	3	1	2	6	0	4	8
2bio	2	9	2	3	5	4	1	1	1	5	6	1	1	3	1	4	5	0	4	8
2bip	3	9	2	4	3	5	0	4	1	5	5	1	1	2	1	4	5	0	3	9
2biq	2	8	2	3	4	4	1	2	1	5	5	1	2	4	1	3	4	0	4	9
2bj4	6	5	3	2	2	6	3	3	4	10	22	3	6	3	3	7	1	3	1	5
2bjj	28	10	10	12	7	12	3	17	7	9	22	6	1	12	11	17	17	4	16	21
2bk8	2	1	2	4	2	2	0	4	0	3	4	3	1	2	0	2	4	1	8	7
2bka	1	6	2	5	4	4	3	6	2	2	8	4	1	10	3	4	3	1	2	15
2bkd	8	6	6	4	3	10	0	4	0	7	3	8	1	6	7	3	3	3	5	12
2bkf	2	0	1	1	0	4	5	0	1	4	3	1	2	2	2	1	2	1	2	6
2bks	6	1	2	8	0	1	6	8	1	14	7	0	4	10	1	8	12	3	9	12
2bkt	6	3	2	8	0	2	6	6	1	13	8	0	4	12	2	8	11	3	9	10
2ble	13	3	3	7	3	5	1	11	5	9	7	5	8	10	2	6	5	0	4	12
2bm2	4	4	1	7	4	2	3	8	4	2	7	2	1	2	6	4	1	3	3	7
2bmg	8	2	1	3	5	4	4	10	3	7	9	5	3	7	5	4	9	3	4	11
2bnq	9	7	2	7	3	1	10	6	7	1	10	4	3	9	3	8	10	7	11	9
2bnr	7	8	2	6	3	1	9	5	7	1	10	4	3	9	3	9	10	7	11	10
2bo2	0	2	4	6	6	3	3	2	0	0	0	2	1	3	3	4	4	1	2	3
2bo9	10	9	10	8	1	9	9	11	4	15	18	10	6	8	9	9	13	9	13	10
2boa	5	11	5	5	0	9	4	6	5	6	14	4	3	6	4	9	4	3	7	8
2boh	9	2	1	3	7	2	4	9	3	8	9	5	2	5	6	4	8	3	5	10
2bok	7	2	1	2	6	3	4	9	3	7	9	3	2	4	5	4	9	3	4	10
2bou	1	3	3	6	8	2	4	3	1	2	0	2	0	3	4	10	4	2	3	3
2box	1	2	3	6	8	2	3	4	1	2	0	2	0	2	4	8	4	2	3	3
2bp1	7	7	5	3	3	6	5	6	8	1	6	1	2	5	5	3	6	5	7	5
2bp3	3	3	0	0	0	0	0	4	1	3	5	1	0	3	4	7	4	0	3	8
2bp4	1	1	0	2	0	2	1	1	3	0	0	1	0	1	0	1	0	0	1	1
2bq6	7	2	2	3	6	4	4	10	3	7	9	4	2	5	5	4	9	2	5	12
2bq7	8	2	1	2	7	3	4	9	3	7	9	5	2	5	5	4	7	3	4	11
2bq8	7	3	4	6	1	1	3	10	5	6	15	1	2	10	2	5	5	3	9	9
2bqa	6	4	3	1	2	1	3	2	0	3	4	1	2	1	0	2	0	4	4	4
