PDB_ID	ALA	ARG	ASN	ASP	CYS	GLU	GLN	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL
2d89	3	3	4	1	2	2	0	3	1	5	7	5	1	5	1	7	2	2	4	4
2d8h	2	2	1	4	0	3	0	8	1	4	2	2	0	2	3	9	4	2	0	4
2d8u	1	0	1	0	5	3	0	4	2	2	2	1	1	1	3	8	2	0	1	4
2d93	2	1	2	2	1	2	3	6	0	7	7	1	4	6	2	8	2	2	2	5
2d9b	2	2	2	1	2	5	1	7	2	2	3	7	1	4	5	6	0	0	4	7
2d9c	3	3	1	3	2	3	2	7	0	5	4	3	2	4	5	10	4	1	3	7
2d9i	2	2	3	0	1	5	2	6	2	3	9	6	1	2	2	6	2	0	1	6
2d9k	1	2	0	3	4	9	1	5	4	0	5	2	0	0	0	5	3	0	1	4
2d9m	3	3	1	1	3	4	1	6	3	1	3	3	0	3	2	9	1	2	2	0
2d9q	7	9	3	3	9	7	12	7	3	10	30	5	3	7	9	12	2	8	3	10
2d9u	2	0	3	0	1	9	2	5	1	2	6	5	0	2	2	9	0	2	1	2
2d9w	8	8	0	1	2	6	3	8	0	2	11	3	1	5	3	8	1	2	3	2
2d9z	2	4	1	2	1	4	2	6	3	7	3	2	3	4	1	10	5	3	3	5
2da1	0	6	3	1	0	0	3	1	1	4	4	3	1	2	3	5	2	1	1	2
2da2	3	5	2	2	0	0	3	4	0	1	4	1	0	5	2	8	1	1	1	4
2da3	1	5	2	3	0	5	4	7	0	3	6	5	1	1	3	5	6	1	2	4
2da4	4	6	1	3	1	2	1	4	0	3	6	2	1	1	0	5	3	2	1	3
2da5	2	6	0	1	0	5	1	4	0	1	5	4	1	2	4	9	2	1	1	1
2da6	4	7	4	1	1	6	4	6	0	1	3	3	0	2	3	7	1	2	3	4
2da7	2	2	2	1	0	4	1	5	1	2	2	3	3	1	3	11	0	1	3	4
2dad	1	2	1	1	2	1	3	3	2	3	3	1	1	5	1	8	1	1	3	4
2daf	1	1	2	3	0	5	5	3	2	9	10	4	0	3	4	9	4	0	3	11
2dah	4	2	2	2	0	2	4	3	0	1	6	0	0	2	1	5	1	0	0	2
2dai	8	2	3	5	0	7	3	6	2	2	7	3	4	2	3	8	2	1	0	3
2daq	4	2	3	1	1	2	2	5	1	3	2	4	0	6	4	5	0	3	3	6
2dar	6	1	2	2	5	5	2	4	4	2	3	1	1	2	0	4	1	1	2	3
2das	4	1	1	0	4	0	6	3	1	1	4	5	0	2	3	6	4	0	1	0
2dat	3	2	3	4	1	3	4	2	1	6	5	6	2	3	1	5	1	0	1	5
2dav	2	1	1	3	2	5	3	8	1	7	4	7	1	6	4	9	7	2	2	3
2db6	1	2	3	2	5	2	1	4	2	2	2	7	1	3	3	4	1	0	0	2
2db8	3	1	3	0	3	4	2	5	1	2	7	4	1	2	3	8	4	1	4	5
2dba	16	8	3	3	2	8	6	9	2	2	12	4	1	2	6	13	5	0	3	6
2dbd	2	3	2	3	1	1	4	5	0	3	12	4	0	3	1	9	1	1	2	5
2dbf	5	2	1	1	0	4	2	3	0	2	10	2	3	1	2	3	3	1	3	3
2dbg	2	2	1	3	1	3	0	4	1	5	12	10	4	3	0	4	1	0	1	3
2dbj	8	3	1	1	1	3	5	7	3	8	6	2	1	2	5	8	6	2	1	13
2dbk	5	2	2	4	0	4	3	6	0	2	3	5	1	4	5	7	3	1	1	5
2dce	3	5	5	2	1	7	1	5	2	11	5	1	0	0	0	4	2	1	4	3
2dco	3	4	0	1	2	2	1	0	0	0	1	0	0	1	1	2	2	1	1	0
2ddk	8	3	1	4	2	5	0	4	3	10	8	0	0	3	2	3	3	2	3	7
2ddy	8	4	2	5	0	1	0	7	6	5	9	6	4	7	4	7	3	3	5	3
2de0	5	8	5	7	5	10	8	6	10	10	13	3	2	11	3	10	4	5	10	14
2dew	10	5	7	6	3	7	10	4	5	13	31	4	7	15	12	9	6	3	5	26
2dex	10	4	6	6	3	8	10	5	6	13	28	4	8	16	10	7	12	3	5	24
2dey	11	5	7	6	4	7	9	5	5	14	30	4	8	15	9	8	7	3	5	25
2dfd	16	4	2	4	0	1	1	7	2	5	13	3	2	2	7	6	5	0	2	10
2dfk	6	3	5	8	4	9	4	7	0	5	13	12	0	8	7	7	10	1	6	16
2dgq	5	2	0	0	2	5	3	10	1	3	7	4	1	4	3	9	1	0	2	3
2dgw	3	2	2	0	1	4	0	6	0	4	4	4	2	4	3	7	1	0	1	5
2dgy	3	2	2	2	1	5	3	5	3	4	6	5	1	4	4	7	2	1	0	8
2dh2	4	8	1	4	0	3	5	7	1	6	36	2	0	7	4	7	8	5	5	10
2dh3	10	10	3	9	1	4	4	8	4	3	24	8	0	7	6	12	4	5	2	4
2dhk	5	3	0	3	2	1	4	4	0	3	8	6	1	5	3	12	3	2	5	1
2dho	5	3	4	2	4	4	1	0	4	4	13	3	0	5	1	2	3	3	1	3
2dhx	6	7	0	1	0	4	2	11	2	0	14	0	0	2	9	10	3	1	1	7
2dhy	4	5	2	6	1	1	3	4	0	3	3	1	3	3	2	4	2	0	1	3
2di0	1	1	2	3	1	5	2	5	1	4	9	1	2	1	1	5	0	0	2	2
2di8	1	2	0	4	1	4	1	5	1	5	3	3	1	3	2	11	4	0	3	8
2di9	3	0	2	5	2	5	0	13	3	5	4	4	0	3	5	9	5	0	4	6
2dia	6	0	1	1	0	4	1	7	2	1	7	1	1	1	6	7	4	0	3	8
2dib	4	3	2	2	1	4	1	4	3	5	0	3	0	6	2	7	7	0	2	10
2dic	3	2	4	2	2	3	2	7	1	4	2	2	0	2	2	6	3	0	2	6
2dig	0	3	0	3	0	3	1	5	1	2	2	5	1	1	1	6	1	0	4	4
2dil	2	2	1	3	0	6	1	5	0	2	7	1	0	0	0	3	1	1	3	3
2dim	4	3	2	2	1	3	2	7	0	2	3	5	0	0	1	6	1	5	2	2
2din	1	2	0	0	1	4	2	3	2	2	7	5	1	1	1	5	2	2	1	0
2dip	2	4	4	3	7	6	3	7	3	2	5	8	0	5	3	10	1	1	3	2
2dir	3	2	4	0	3	5	1	1	0	5	5	6	1	3	0	4	3	0	2	9
2dit	3	5	1	4	2	3	1	6	2	6	6	2	3	6	4	9	1	0	1	4
2diw	2	4	3	1	1	2	5	1	2	8	5	5	1	6	2	7	3	1	4	9
2dix	5	2	2	0	1	2	0	6	2	4	2	4	1	2	2	5	6	0	1	3
2diy	8	2	1	2	0	5	1	5	3	2	9	5	3	6	1	5	1	1	0	8
2diz	2	2	0	0	0	2	1	5	1	4	8	4	0	6	1	8	4	1	2	6
2dj4	2	2	2	1	0	2	1	4	1	2	4	3	1	2	4	4	4	0	2	13
2dj7	3	1	0	1	5	3	2	7	3	4	3	4	0	1	4	10	0	1	3	2
2djf	12	2	3	5	4	8	3	9	3	5	5	3	5	8	1	6	4	3	10	7
2djg	12	4	4	3	4	7	3	6	3	5	6	4	5	7	1	6	4	3	10	6
2djt	3	6	1	3	1	3	2	5	3	3	12	1	0	2	2	2	3	0	1	5
2dju	2	3	0	2	0	2	2	4	0	3	4	0	0	2	3	5	2	1	5	7
2djv	5	1	1	1	0	4	4	7	0	0	5	10	0	0	3	5	3	0	0	3
2djy	0	0	0	0	0	2	0	2	0	0	1	0	0	0	6	2	0	0	1	0
2dk1	0	1	0	2	0	3	1	6	1	2	2	3	0	1	1	3	0	2	4	1
2dk3	3	3	0	3	0	2	0	8	0	2	5	3	2	1	2	4	2	3	2	5
2dk9	10	2	0	2	2	4	3	5	5	2	10	0	1	2	2	6	3	2	3	7
2dkl	6	3	3	2	0	3	1	9	1	2	6	5	6	1	2	8	2	0	0	1
2dkm	3	6	0	0	1	3	2	4	2	1	8	0	0	0	4	6	4	1	2	8
2dkp	6	6	1	0	1	3	2	5	1	3	7	4	2	5	3	10	2	3	5	3
2dkq	12	3	1	2	1	4	3	6	2	4	8	5	1	7	1	9	6	1	2	9
2dks	5	2	3	0	0	5	3	7	1	8	7	1	1	1	5	8	5	1	5	9
2dku	3	4	1	2	2	1	5	2	1	2	8	1	0	2	2	5	9	1	1	4
2dkw	4	4	2	6	1	5	0	0	1	7	11	6	1	3	1	3	6	0	3	3
2dkx	3	1	0	1	1	1	2	4	1	3	9	3	1	2	3	7	1	4	0	2
2dky	4	4	2	2	3	4	3	5	1	4	8	5	3	2	4	6	3	1	2	2
2dkz	0	1	0	1	0	3	2	3	0	6	10	4	1	2	2	9	0	1	0	5
2dl4	1	2	1	2	0	3	1	4	0	4	5	3	1	4	3	3	2	2	2	2
2dl5	2	1	2	0	1	5	1	6	0	2	5	2	0	1	5	9	4	1	5	4
2dl6	4	7	3	2	1	4	2	5	1	2	6	4	2	2	4	7	0	2	1	3
2dl7	2	2	3	3	1	5	1	5	0	4	5	2	0	4	1	1	0	1	1	4
2dl8	5	2	0	2	0	3	3	4	2	5	5	1	0	1	2	5	1	2	2	2
2dle	2	1	2	1	1	1	0	5	1	6	5	1	0	1	6	6	5	1	1	8
2dlg	4	3	1	1	2	2	1	7	4	2	3	1	2	3	4	8	4	0	0	7
2dlh	4	2	1	4	0	1	7	3	2	4	4	2	1	1	5	9	4	2	4	8
2dll	5	5	1	3	1	4	0	2	0	6	8	8	0	4	4	2	2	5	2	3
2dlm	4	2	2	2	0	5	1	4	3	3	5	4	0	2	2	0	1	1	2	3
2dlo	3	2	0	4	6	1	2	3	3	3	4	3	1	3	3	5	4	0	1	3
2dls	2	3	1	1	1	1	2	4	1	6	4	2	2	2	2	6	3	0	0	11
2dlv	5	1	1	1	1	9	2	3	1	7	8	6	2	8	1	6	2	2	4	3
2dlw	4	4	1	2	1	8	1	8	1	2	5	2	0	8	2	6	5	2	2	2
2dlz	5	4	0	2	0	4	1	0	2	7	8	2	0	3	2	3	1	1	6	3
2dm0	3	5	1	1	0	4	2	4	3	8	6	2	3	1	3	8	3	2	5	4
2dm1	3	2	0	2	0	5	2	7	0	2	2	0	0	2	2	9	3	3	3	4
2dm2	2	3	1	4	3	0	2	3	3	6	4	5	2	3	2	2	8	1	4	2
2dm3	2	2	1	3	3	2	2	4	2	4	7	3	2	2	3	4	1	1	1	5
2dm4	4	4	1	0	0	5	2	8	1	6	4	1	0	1	3	11	1	2	2	6
2dm7	3	4	0	0	4	6	3	4	0	1	7	5	1	2	1	6	8	1	2	1
2dmb	8	1	2	3	3	6	0	8	0	5	2	1	0	4	5	8	7	0	3	13
2dmc	4	3	1	5	2	2	1	7	3	8	6	5	1	3	5	16	3	0	0	4
2dme	4	5	2	3	0	6	1	0	2	3	9	11	3	2	3	6	2	1	1	4
2dmh	1	2	3	1	0	5	0	4	0	10	10	7	0	2	1	6	3	1	2	7
2dmi	3	5	5	7	4	7	3	8	6	2	8	12	4	3	3	13	6	1	5	5
2dmj	4	4	0	3	1	2	1	7	2	3	2	5	3	3	3	10	1	2	2	5
2dmo	2	1	3	1	1	3	0	5	1	1	3	2	1	2	3	4	1	1	0	7
2dmp	3	6	0	4	0	5	3	6	0	2	6	6	2	5	4	15	1	1	1	2
2dmt	2	7	1	0	0	4	3	9	0	0	7	10	2	2	2	8	3	2	2	1
2dmx	7	2	1	2	1	4	1	8	0	1	4	6	1	1	1	10	0	2	5	4
2dn0	2	4	2	1	1	2	2	5	2	1	4	4	0	3	2	8	1	1	1	2
2dn1	2	2	3	0	2	1	2	1	2	0	8	0	0	4	4	1	1	1	2	7
2dn2	3	2	3	2	2	2	2	0	2	0	3	1	0	3	1	0	1	1	2	3
2dn3	3	2	2	1	2	1	2	0	2	0	7	1	0	4	4	1	1	1	2	7
2dn4	2	7	0	1	0	5	0	5	0	3	4	3	0	4	3	6	1	0	4	4
2dn7	3	4	1	1	0	3	2	6	1	4	10	3	2	3	4	4	4	1	3	0
2dn8	4	4	2	3	2	4	1	10	2	0	6	4	4	0	4	9	2	0	2	8
2dn9	4	2	0	2	0	4	4	3	0	2	4	3	0	1	1	5	0	0	7	3
2dnc	3	0	0	2	1	2	0	5	0	9	8	4	1	0	1	7	1	1	0	4
2dne	6	1	0	2	1	4	1	5	0	7	4	3	2	2	2	10	3	1	1	6
2dnf	3	3	0	1	1	3	3	7	2	4	9	2	1	3	1	7	4	1	2	6
2dnh	6	2	0	2	2	2	4	6	2	2	7	4	2	6	2	3	2	0	0	6
2dnl	2	2	0	3	2	3	3	8	1	3	7	2	1	5	7	11	0	2	2	7
2dnm	5	9	1	5	0	2	2	6	2	2	3	2	2	4	3	6	3	0	1	7
2dnr	3	1	3	1	0	3	1	2	0	5	5	2	1	6	1	4	3	1	0	6
2dnu	3	2	1	0	0	5	0	3	0	3	2	4	0	1	1	1	2	3	4	5
2dnw	3	1	1	3	1	4	3	4	0	7	5	3	4	3	2	4	0	0	3	4
2dnz	2	4	1	3	1	3	1	7	1	4	6	3	2	4	0	7	3	0	2	4
2do4	3	1	1	0	2	5	1	5	2	5	7	4	1	3	2	11	2	0	3	6
2doa	2	6	0	3	1	2	3	2	1	0	12	1	1	1	2	1	1	1	3	5
2dob	3	0	1	2	3	1	0	0	0	5	6	1	0	0	1	0	0	0	1	3
2doh	0	4	4	6	6	2	0	2	3	1	2	2	1	1	4	1	1	5	7	0
2doi	0	4	5	3	7	3	0	5	2	1	2	5	2	1	4	1	2	4	5	0
2doj	8	5	9	6	4	6	0	7	2	2	9	4	0	4	2	3	10	2	7	10
2dok	0	5	1	0	4	4	0	0	0	7	11	2	0	4	3	3	0	0	2	6
2dp4	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
2dp8	8	5	9	7	5	6	1	7	2	2	9	3	0	4	2	3	10	2	8	11
2dqv	7	5	9	6	5	7	1	7	2	2	9	4	0	4	3	3	10	2	7	10
2dqy	10	7	3	9	3	11	5	9	3	7	22	9	4	7	12	8	13	4	2	15
2dqz	9	7	3	7	3	11	5	10	3	6	22	9	3	9	12	10	12	4	2	15
2dr0	9	7	2	7	3	10	5	11	4	7	22	8	4	10	12	9	11	4	2	15
2drn	4	1	0	2	0	3	1	0	0	3	1	1	0	0	0	1	0	0	0	3
2ds4	2	2	0	2	2	1	5	3	3	2	4	3	1	2	2	3	5	1	3	10
2ds9	8	6	10	7	4	5	1	7	2	2	8	6	0	5	3	2	10	2	7	11
2dsf	7	5	9	7	3	7	0	7	2	2	8	4	0	5	4	2	10	2	7	12
2dsq	0	1	1	0	1	0	2	1	1	2	1	0	0	1	2	1	0	1	2	1
2dsr	2	3	0	1	2	2	1	2	0	0	5	0	1	2	1	1	0	0	1	2
2dux	5	2	5	4	5	3	4	5	4	12	7	3	2	5	5	3	4	2	5	12
2duz	5	3	5	4	5	4	4	5	4	12	7	3	2	5	6	4	4	3	5	12
2dv0	4	2	4	4	5	3	4	5	4	11	7	3	3	5	6	3	4	4	4	12
2dvc	8	6	10	6	4	5	0	6	2	2	9	3	0	5	2	3	10	3	7	9
2dvq	0	0	3	0	0	2	3	0	0	2	2	2	0	2	1	1	1	0	2	1
2dvr	1	0	3	0	1	2	3	0	0	2	2	2	0	2	1	1	1	1	2	1
2dvs	0	0	3	0	1	2	3	0	0	1	2	2	0	3	1	1	1	0	2	0
2dvv	6	3	1	5	1	1	2	0	1	0	4	3	4	4	1	0	0	1	4	4
2dw4	18	13	4	8	2	10	6	16	5	9	38	6	6	10	7	8	12	5	7	16
2dw5	10	4	7	6	4	8	11	5	7	14	30	4	8	17	13	6	9	3	6	24
2dwa	8	6	9	6	4	8	1	7	2	2	9	3	0	4	2	3	10	3	7	11
2dwf	1	3	0	0	2	0	2	0	0	2	6	2	1	0	1	0	0	0	0	2
2dwh	7	5	10	6	3	6	0	7	2	2	10	4	0	3	3	3	10	3	7	10
2dwi	9	6	9	6	5	6	1	7	2	2	9	3	0	4	2	3	10	3	7	10
2dwj	8	5	10	6	2	5	0	8	2	2	10	3	0	5	3	3	10	3	7	11
2dwx	2	1	1	1	0	0	1	1	3	4	3	0	1	2	4	2	2	0	1	1
2dwy	1	2	0	1	0	0	2	0	2	5	8	1	2	5	2	2	4	0	2	7
2dx1	4	10	5	7	4	7	6	3	6	9	18	5	0	8	2	4	4	3	6	6
2dxm	3	2	3	2	0	2	3	1	2	0	6	2	0	4	2	1	1	1	2	4
2dxr	7	6	9	6	4	6	0	6	2	3	9	3	0	4	2	2	10	2	7	12
2dxy	8	5	9	6	5	6	0	7	2	2	9	3	0	4	2	3	10	3	7	10
2dyn	2	2	1	2	0	4	0	1	0	1	4	4	0	2	0	3	1	4	2	3
2dyp	0	1	0	1	1	0	1	1	1	2	3	3	1	3	2	5	0	1	3	3
2dyq	5	0	0	1	4	0	2	3	0	2	5	1	0	2	1	3	4	2	0	5
2dyx	9	6	9	7	4	6	0	8	2	2	9	3	0	4	2	3	10	3	7	10
2dzj	3	3	0	2	0	3	2	2	2	3	10	3	1	2	1	5	1	1	2	3
2e0a	2	6	2	7	1	3	5	5	3	12	17	4	4	5	7	10	2	0	9	4
2e0s	8	6	10	7	4	6	1	5	2	2	10	4	0	5	2	3	10	2	7	10
2e1o	0	5	1	0	0	3	5	3	0	1	5	6	1	3	0	2	3	1	1	2
2e1q	39	19	12	16	13	25	12	31	9	18	42	24	13	14	19	27	39	3	10	43
2e1s	9	6	9	7	5	5	1	7	2	2	9	3	0	4	2	3	10	3	7	11
2e2b	6	2	3	4	3	7	3	3	0	5	12	4	8	5	1	4	3	5	5	10
2e2d	5	0	1	4	0	2	0	4	6	1	6	1	2	8	5	3	2	1	4	1
2e2w	2	1	0	3	3	3	2	4	1	4	3	2	2	3	4	4	1	2	2	8
2e3h	1	1	1	2	1	1	0	4	0	1	3	3	0	5	0	0	3	0	2	4
2e3i	1	1	1	1	1	1	0	4	0	3	3	3	0	4	1	0	2	1	0	3
2e3k	5	3	0	6	0	2	1	0	1	1	5	6	3	5	2	0	1	0	3	5
2e3m	6	7	6	1	2	3	2	2	3	7	4	3	1	4	3	2	1	2	4	9
2e3n	4	4	6	2	3	2	2	3	3	5	5	2	1	4	5	1	4	4	3	13
2e3o	4	5	6	2	3	4	0	2	2	7	5	2	1	5	5	0	5	3	3	11
2e3p	5	5	6	2	3	4	4	0	2	7	3	4	3	5	0	2	5	4	5	11
2e3q	5	6	5	1	3	5	0	1	3	9	5	3	1	5	4	1	3	4	4	8
2e3r	4	4	4	1	3	4	3	1	2	7	3	4	3	4	0	2	5	4	5	11
2e3s	5	7	5	1	3	2	1	2	3	6	4	4	1	4	3	2	1	4	4	10
2e3v	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	2	2	0
2e45	2	1	2	3	0	2	1	2	1	1	1	0	1	2	5	3	2	4	2	1
2e4h	1	3	1	1	2	1	1	7	0	1	4	3	0	3	1	0	1	1	2	7
2e56	1	0	1	2	2	3	1	0	1	8	5	1	0	4	0	4	4	0	5	5
2e59	2	0	1	2	3	3	0	0	1	9	5	1	0	4	0	4	4	0	5	5
2e5e	6	2	1	2	2	4	2	5	0	2	6	6	1	2	4	3	2	3	1	5
2e5j	8	6	1	2	1	1	6	7	1	0	9	1	0	1	6	8	1	1	2	5
2e5n	3	6	1	3	0	0	1	1	1	3	10	5	0	1	1	7	1	1	4	4
2e5o	3	4	1	2	3	4	6	8	3	5	11	5	1	3	4	7	1	3	2	6
2e5r	1	3	1	1	5	2	2	3	3	0	1	1	2	3	1	5	1	2	4	2
2e5z	9	1	2	2	0	4	5	1	1	3	3	3	1	6	4	3	1	1	4	6
2e60	3	2	2	0	1	5	3	2	1	3	5	9	2	5	4	6	1	0	3	5
2e61	0	3	2	2	3	4	3	4	0	3	4	1	0	0	3	5	3	4	1	3
2e63	3	5	2	3	1	3	1	10	1	4	13	1	0	2	1	8	4	3	1	11
2e6i	3	3	5	2	3	1	2	4	1	0	3	5	1	1	8	7	3	3	2	1
2e6j	3	1	3	1	2	4	2	4	2	8	6	4	1	9	3	2	2	0	1	5
2e6n	4	5	2	1	1	4	0	1	1	4	6	3	2	4	3	2	2	1	3	5
2e6p	3	3	0	2	2	4	0	4	1	2	7	3	0	4	2	6	3	1	1	8
2e6q	4	4	0	3	1	2	1	5	2	3	9	1	0	3	1	6	2	1	1	6
2e6r	3	3	1	4	7	4	4	8	2	5	6	1	0	3	3	12	1	1	3	1
2e6w	1	1	0	1	1	2	1	1	2	6	4	0	5	4	1	1	2	0	4	1
2e73	1	5	1	2	5	2	4	4	5	1	2	4	0	7	3	6	3	0	0	4
2e7b	3	4	0	1	3	3	0	3	0	0	9	2	1	1	2	7	4	1	3	7
2e7c	5	4	1	5	0	4	6	4	1	6	5	4	1	4	5	7	6	1	1	9
2e7g	9	2	2	5	2	3	3	2	0	1	14	2	2	2	4	9	4	1	3	6
2e7h	5	5	1	2	0	2	3	7	2	1	6	2	0	2	3	11	3	1	3	5
2e7k	2	4	1	2	0	1	1	4	1	7	8	3	2	1	1	4	1	0	0	8
2e7n	4	6	2	5	2	2	1	1	1	3	5	4	4	5	1	3	1	0	4	3
2e7o	3	3	2	5	2	4	0	3	1	4	6	2	4	6	0	4	4	1	2	3
2e8d	0	0	1	2	1	1	0	0	1	1	2	1	0	1	1	1	0	0	1	1
2e8m	3	4	4	2	0	3	5	8	1	4	6	6	0	3	2	9	4	1	1	6
2e8n	2	2	1	1	0	2	3	6	0	4	4	3	3	2	3	9	3	1	2	5
2e8p	3	1	0	5	1	1	5	6	1	2	8	2	1	3	2	7	1	3	2	3
2e9g	4	5	2	1	1	2	6	3	0	6	16	3	0	6	6	3	4	0	0	4
2e9i	4	3	2	1	1	3	3	10	4	3	3	3	1	3	5	10	5	0	1	9
2e9j	5	4	1	4	0	1	1	8	1	6	4	2	1	2	3	9	5	0	5	7
2e9k	4	2	2	1	2	3	4	4	1	3	6	2	3	6	4	4	5	2	3	5
2e9w	3	10	13	18	5	15	6	4	5	14	22	17	2	10	9	22	12	4	14	23
2e9x	4	6	2	2	1	8	4	2	2	1	7	4	3	2	5	0	1	1	1	1
2ea6	0	3	0	1	5	0	1	5	1	4	4	0	1	1	3	9	3	0	1	4
2eak	1	0	5	3	2	0	2	3	1	5	3	1	1	9	1	1	3	0	2	6
2eal	2	0	4	1	1	0	1	1	2	3	2	0	0	9	2	2	0	0	1	8
2ean	1	2	2	1	1	1	4	6	1	4	10	1	1	1	1	8	0	1	1	4
2eap	2	5	4	3	1	4	1	1	0	4	7	3	0	5	2	2	1	1	3	4
2eaq	3	0	1	1	0	5	1	0	0	5	2	1	2	3	0	0	1	1	0	5
2eav	4	1	2	2	1	2	3	5	2	5	6	0	0	2	2	0	1	2	3	2
2eaw	3	5	2	4	2	2	2	5	3	7	6	2	2	5	2	6	2	0	2	6
2eax	4	1	3	2	1	1	0	6	1	6	7	1	2	3	2	1	3	1	3	4
2eb2	5	4	4	6	3	4	4	5	3	5	16	6	5	3	1	2	3	2	6	9
2eb3	5	5	2	1	5	4	3	4	2	11	15	7	7	3	2	1	3	5	3	14
2ebl	0	8	0	1	7	1	3	3	1	1	2	5	1	3	0	3	1	0	3	5
2ebq	2	1	1	1	3	0	1	4	0	2	2	4	0	0	3	4	5	1	0	4
2ebr	2	0	1	2	2	2	1	6	0	0	0	5	0	2	2	8	3	1	0	1
2ebt	4	10	2	5	6	4	2	7	9	0	6	9	1	3	3	10	6	2	4	1
2ebu	2	3	2	3	0	9	0	6	0	8	8	5	1	1	1	5	4	0	3	4
2ebv	1	1	3	2	5	2	0	7	0	1	1	4	0	2	2	12	4	1	0	4
2ebw	3	3	1	1	0	4	1	1	3	7	4	3	1	1	2	3	3	1	6	4
2ebz	3	6	3	4	1	7	3	1	1	3	8	5	1	10	1	7	2	2	5	4
2ec3	0	3	4	3	4	3	2	10	2	1	1	4	1	1	1	7	1	2	1	1
2ec8	6	5	11	6	2	6	4	5	3	4	6	10	2	9	6	12	15	3	8	16
2ec9	8	12	8	6	8	7	6	10	2	11	24	3	1	14	4	10	13	9	10	20
2ecd	3	3	3	0	1	3	0	7	4	2	11	3	0	1	4	12	3	1	5	5
2ecg	2	3	1	1	4	3	4	3	1	6	4	6	2	2	0	5	1	0	0	2
2ecv	4	1	4	0	4	5	2	5	3	4	7	2	1	1	5	8	3	0	1	6
2ed2	3	2	1	1	1	4	2	3	0	3	4	5	1	5	5	7	1	1	3	5
2ed7	3	4	1	1	0	2	3	3	0	1	5	0	0	4	4	7	6	1	1	9
2ed8	1	2	2	3	1	4	2	3	0	4	8	0	0	2	0	4	4	1	4	5
2ed9	3	3	5	2	0	4	2	5	1	3	5	2	1	2	6	10	5	3	5	6
2edb	1	3	0	2	0	3	2	4	1	6	5	2	1	1	3	8	2	1	6	5
2edd	7	3	0	2	0	2	1	5	0	0	4	1	2	2	5	14	9	3	3	8
2ede	3	3	0	3	0	1	3	1	1	9	7	2	2	3	2	3	6	2	4	3
2edf	3	2	0	2	3	5	1	1	2	3	6	6	2	0	2	5	2	2	2	6
2edh	5	8	1	3	4	8	2	6	1	2	8	1	2	1	1	7	5	2	1	2
2edj	6	0	0	1	2	2	5	4	0	4	7	3	0	2	3	2	6	2	1	2
2edk	2	3	1	1	1	5	4	2	1	5	4	2	3	3	1	3	2	1	2	7
2edl	4	8	1	2	4	5	5	3	0	1	7	2	0	2	2	5	5	1	1	4
2edn	4	1	4	2	1	5	0	5	1	3	5	8	0	5	2	9	1	2	3	10
2edo	1	3	3	3	0	1	4	3	1	5	7	5	2	3	0	8	5	2	4	8
2edp	2	2	2	2	0	2	2	4	0	4	8	3	1	1	3	3	4	0	2	5
2edq	5	8	1	3	3	5	2	5	2	1	7	1	0	0	1	4	6	2	1	3
2edr	5	7	0	3	3	4	3	2	2	1	8	1	0	1	1	4	4	1	1	3
2edt	3	7	1	2	4	8	2	4	0	3	8	1	1	1	1	1	5	2	2	2
2edu	3	4	1	1	0	4	3	6	0	6	12	3	1	2	2	5	0	2	0	3
2edv	4	1	1	2	0	1	2	4	2	5	6	2	1	2	3	6	4	1	1	7
2edw	4	6	0	1	4	5	4	4	0	2	7	2	1	2	3	8	4	1	1	5
2edx	4	8	0	2	1	4	2	7	2	2	1	2	2	0	9	16	6	3	2	13
2edy	2	3	2	3	0	2	3	3	1	4	7	1	0	3	3	5	7	2	1	4
2ee0	8	2	4	5	0	4	1	5	2	8	5	2	0	3	1	7	8	0	1	8
2ee1	1	1	2	2	0	3	1	2	3	4	2	3	2	1	1	7	0	4	3	2
2ee2	7	3	2	2	0	9	2	5	2	5	3	2	1	1	1	7	2	2	4	9
2ee3	4	5	0	1	1	2	1	4	1	0	6	0	1	2	1	5	10	1	2	8
2ee6	3	2	1	0	1	5	0	6	2	5	3	2	0	3	3	6	1	1	3	5
2ee7	3	9	2	2	0	3	1	2	0	3	11	4	2	2	3	7	0	2	1	11
2ee9	2	1	1	2	0	4	1	5	4	4	3	2	2	2	4	7	4	0	1	5
2eea	4	0	1	3	2	1	1	7	1	7	5	3	0	3	5	9	8	0	7	6
2eeb	7	2	1	3	1	2	1	2	3	3	3	4	1	4	1	5	2	0	1	9
2eec	3	1	3	1	1	6	2	8	1	5	3	5	2	4	4	11	6	0	5	7
2eed	2	0	1	1	1	2	0	5	2	2	5	5	1	2	2	6	2	1	2	9
2eef	5	5	3	5	4	6	3	6	1	5	6	7	2	7	2	7	5	2	4	7
2eeg	5	2	0	2	1	1	2	5	2	4	9	1	2	2	0	7	5	1	0	4
2eel	0	4	1	2	0	4	1	3	1	2	7	1	1	3	2	11	4	0	0	5
2efk	9	11	4	8	1	11	8	3	1	4	16	8	0	13	1	6	2	0	2	5
2ega	0	0	2	1	0	4	2	5	0	0	4	0	0	1	2	10	1	3	3	7
2egc	1	1	0	2	1	2	2	8	0	1	3	5	1	2	3	9	0	1	3	6
2ege	4	2	0	3	0	1	2	6	3	2	7	2	4	1	1	0	0	0	4	4
